cnpj,nome_cia,ativ_princ,receita_2019,res_antes_tl_2019,ir_corr_2019,ativo_total_2019,pl_2019,receita_2018,res_antes_tl_2018,ir_corr_2018,ativo_total_2018,pl_2018,receita_2017,res_antes_tl_2017,ir_corr_2017,ativo_total_2017,pl_2017,receita_2016,res_antes_tl_2016,ir_corr_2016,ativo_total_2016,pl_2016,receita_2015,res_antes_tl_2015,ir_corr_2015,ativo_total_2015,pl_2015,receita_2014,res_antes_tl_2014,ir_corr_2014,ativo_total_2014,pl_2014,receita_2013,res_antes_tl_2013,ir_corr_2013,ativo_total_2013,pl_2013,receita_2012,res_antes_tl_2012,ir_corr_2012,ativo_total_2012,pl_2012,receita_2011,res_antes_tl_2011,ir_corr_2011,ativo_total_2011,pl_2011
34.169.557/0001-72,BCO MERCANTIL DE INVESTIMENTOS S.A.,Investimentos / Financiamentos,13095,2583,325,176937,1,14632,7444,1049,166425,0,19085,-22745,-5279,103232,0,31419,21030,5313,284866,0,12268,5377,1051,75491,0,10048,4912,284,79073,0,13518,2603,218,101368,0,46646,7725,745,248568,0,116512,7671,982,628890,0
17.184.037/0001-10,BCO MERCANTIL DO BRASIL S.A.,Finanças. Banco Múltiplo,2229628,113050,0,10440198,8166465,2276584,58551,0,10035035,7975420,2743885,74315,0,10229347,8211960,3320033,23514,0,10689634,8408065,3450819,104273,0,12575369,10463765,3025294,-202328,0,13512442,11460767,2812641,86918,0,14138545,11999703,2648174,136127,0,14380997,12340682,2464328,73758,0,12140427,10382522
07.237.373/0001-20,BCO NORDESTE DO BRASIL S.A.,Banco Múltiplo Com Carteira Comercial,5489910,2434833,0,58630771,0,5105949,1265838,0,58677741,0,5403702,1162515,0,54255611,0,5438822,442071,0,46321128,0,6493215,239361,0,41421935,0,4361334,1137448,0,38204992,0,3710087,556284,0,33817503,0,3804675,565332,0,31888888,0,3347864,675479,0,26435588,16
59.285.411/0001-13,BCO PAN S.A.,Banco Múltiplo Com Carteira Comercial,7845785,621815,0,33179453,24180818,6659814,198289,0,27472054,20624024,7953036,110099,0,26147015,19667158,7714794,-146172,0,27776057,19910925,7205511,143893,0,26235567,18564415,5248102,82515,0,25579362,18242517,6571279,-94044,0,21922818,15799158,5051853,-364602,0,19459932,12526543,5210106,231068,0,15266340,8826968
62.144.175/0001-20,BCO PINE S.A.,Banco Regional Brasileiro. de Capital Aberto. Que Há Mais de Vinte Anos Destaca-se em Financiar E Assessorar Grandes E Médias Empresas.,893443,-115627,0,10000738,7001314,758653,-43094,0,9258974,6654338,981975,-228383,0,8799671,6430136,967524,-28514,0,8285466,6059043,968330,40757,0,8916154,7220376,943145,95761,0,10279356,8544974,754602,147304,0,10383349,8788081,740487,194546,0,10309979,8794196,754557,184191,0,11153181,9843472
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,Banco Múltiplo Com Carteira Comercial,72841060,16631450,0,762237452,575230401,70478393,12799918,0,723865007,547295169,71418349,9138048,0,645703039,478880704,77146077,7464918,0,634393240,471579467,69870200,9833826,0,605394528,457281656,58923916,5707776,0,520230910,392186593,51217046,3784661,-2063463,453052695,329700620,52643537,5437911,-55313,422607863,306976206,51716177,7672894,-74238,400578932,291451686
02.762.124/0001-30,BETAPART PARTICIPACOES S.A.,Participação em Outras Sociedades.,0,-112,0,909,904,0,-78,0,1016,1016,0,-33,0,1094,1094,0,5,0,1129,1127,0,25,0,1130,1124,0,-8,0,1108,1108,0,-18,0,1117,1116,0,2151,10,1146,1134,0,3759,184,15897,14819
56.992.423/0001-90,BICICLETAS MONARK S.A.,Fabricação E Comercialização de Bicicletas,15518,4100,1441,220646,190312,13880,6065,2406,203106,184474,16356,11023,2479,201713,182499,19405,23924,7840,216515,188195,20613,16577,6368,196964,177329,32648,17782,6062,205123,182143,34557,13818,4144,209590,185337,35460,16123,5573,231087,194952,34572,36506,12596,251554,207579
04.752.991/0001-10,BIOMM S.A.,Licenciamento de Tecnologia Para Produção de Proteínas Terapêuticas Recombinantes. Especialmente Insulina.,8944,-55774,0,388771,153557,1566,-42529,0,305683,106089,103,-41032,0,262387,59301,0,-50020,0,237385,65929,0,15620,0,229673,115128,0,-12713,0,179564,107101,0,-10059,0,138078,108936,0,-14140,0,7009,-21995,0,0,0,11302,-8758
15.527.906/0001-36,BIOSEV S.A.,Produção. Processamento. Industrialização. Distribuição E Comercialização de Canade-açúcar E seus Derivados. Açúcar E Etanol; Entre Outros.,6232172,-1385328,0,8842169,532846,0,0,0,0,0,0,0,0,0,0,6162648,45792,0,11566748,212938,4513181,-668907,0,10262595,568777,0,0,0,0,0,4152209,-935635,0,9737403,2464105,3402895,-412161,0,9716827,2471092,0,0,0,0,0
13.574.594/0001-96,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA,Prestação de Serviços de Operação E Assessoria A Restaurantes,2867990,53766,9262,3528060,1786629,2348333,137717,35451,2525632,1716960,1783838,9044,0,2415555,1617194,1393284,-85719,0,1428462,540320,949679,-25769,0,1196555,438435,660579,-30631,0,965878,473959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00.383.281/0001-09,BNDES PARTICIPACOES S.A. - BNDESPAR,,8047581,9811241,2640506,122993598,107021418,2508543,3223451,-67911,107064892,93046003,5719542,5696533,1359080,89114324,81330129,1019870,-2133156,619953,80399096,74006013,1458188,-12013433,564592,67328198,61433252,4315677,3806111,1224988,77169188,66109275,4025564,1865287,1152332,91330738,76353042,3828890,-563956,856893,98642314,79154142,5261274,5527061,780087,109942889,80770640
11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,Atividades de Cobrança E Informações Cadastrais; Concessão de Crédito Pelas Oscip; Holdings de Instituições Não-financeiras; Consultoria em Tecnologia Da Informação; E Suporte Técnico E Manutenção.,661863,113421,30421,778415,350944,600515,67772,16662,767200,381800,572019,23425,9062,690194,345193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.564.053/0001-03,BOMBRIL S.A.,1080,1059746,-44457,-2496,657593,-285117,974190,67677,56,677505,-241389,1096718,102096,13531,685366,-146628,1097770,-24432,90,711099,-273409,1091476,-403578,260,701474,-246794,1152727,-56948,216,754983,-60268,1159975,-150820,57430,710601,-123868,984038,-24387,9065,719917,-15692,845814,-21202,6612,685229,-37557
06.977.745/0001-91,BR MALLS PARTICIPACOES S.A.,Holding,1257364,1759358,68930,18690431,11586342,1196208,1433611,79096,18131036,10925857,1265240,-1224132,83029,18003585,10476808,1286382,-67641,87702,19402241,10108956,1364003,442953,122267,20684045,9900298,1324707,1129307,139938,19860626,9812923,1247432,1234459,98721,18820850,9467256,1073588,2950302,95353,17695171,8814957,861475,1139681,60707,14081717,7242727
06.977.751/0001-49,BR PROPERTIES S.A.,Compra. Venda E Incorp. de Imóveis Comerciais Prontos Ou A Construir; Admin de Imóveis Próprios Ou de Terceiros; Arrendamento. Exploração Com. Locação Sub-locação de Imóveis Comerciais Própr. E Outros,379252,500037,41103,9946283,7204073,421317,171307,8366,10637147,5870366,430449,272560,22311,9797952,5876090,465681,-572,49238,9180532,4729143,714880,-908183,64130,9162163,4702952,836788,278477,288368,11982105,6068146,923670,97263,50109,15463222,7711165,630825,1992466,22703,15554854,8103964,342574,509270,22589,6439378,3692732
47.509.120/0001-82,BRADESCO LEASING S.A. ARREND MERCANTIL,Prática Das Operações de Arrendamento Mercantil. Observadas As Disposições Da Legislação em Vigor.,2841911,217634,0,11401402,0,3390671,157163,0,66342428,0,9678333,305682,0,69406662,0,15002332,338259,0,107894387,0,12085256,327758,0,97688085,0,10870625,548912,0,89917512,0,8781391,657720,0,83135787,0,9277928,1003353,0,76952997,0,11012704,1404783,0,77763491,0
03.847.461/0001-92,BRADESPAR S.A.,Participação Como Sócia Ou Acionista de Outras Sociedades.,0,-403079,0,10106102,9560855,0,1198690,0,10634336,9959844,0,2510624,0,11322515,8806008,0,649874,0,10277017,7910913,0,-2577557,0,9694451,7917193,0,-29314,0,10598919,8937995,0,-46232,0,10858768,9034225,0,518266,0,10900714,9156234,0,2087744,0,10662320,8597547
08.613.550/0001-98,BRASIL BROKERS PARTICIPACOES S.A.,,136112,-66558,4207,402956,259031,111308,-66279,2095,347192,225357,89071,-104622,1311,376042,252784,110194,-124226,3502,424213,301324,166295,-80596,9142,499905,435521,279985,3337,20631,638876,558795,373768,131306,35503,916370,782870,383127,137408,42047,916524,760340,407711,166712,48852,923772,724274
07.628.528/0001-59,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,Empresa de Desenvolvimento Agropecuario,555400,199798,22719,1357614,880533,384061,152257,25919,1179599,755864,0,0,0,0,0,139069,13354,2782,853529,686015,374565,190571,9761,1017840,752106,152208,-28923,-15561,828382,583906,244410,26376,-2351,770830,586985,156125,-19445,0,735762,558968,0,0,0,0,0
42.150.391/0001-70,BRASKEM S.A.,Produção de Produtos Químicos. Utilidades. Energia Elétrica E Outros;prestação de Serviços Industriais;participação em Outras Sociedades;locação de Bens; Representação/consignação de Produtos Químicos,52323525,-4802969,228945,68129037,3944706,57999866,3652501,509774,59193982,5911245,49260594,5416713,869493,53341550,5690350,47663988,-140010,898845,52351531,1720710,47282996,4559685,406336,59961294,1337711,46031389,1178565,57806,49421751,5894350,40969490,963948,45218,46815790,7681334,0,0,0,0,0,0,0,0,0,0
07.119.838/0001-48,BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS,(i) Aquisição E Securitização de Créditos Decorrentes de Operações de Financiamento Imobiliário; E (ii) Emissão E Colocação de Certificados de Recebíveis Imobiliários No Mercado Financeiro.,59157,-306354,0,522585,9561,73039,-298964,0,31646,-197685,0,-1111050,0,78037,-108128,0,-1196331,0,888079,494335,0,-1103924,0,1765738,640386,0,-4949962,0,2578216,1744310,0,-1660251,0,7343859,6694272,0,-1292482,0,8641763,8354523,0,-477374,0,5604094,-625439
02.762.113/0001-50,BRAZILIAN FINANCE E REAL ESTATE S.A.,,0,21315,4363,190110,178993,0,16908,4340,184837,172547,0,16373,0,169318,161710,0,17247,4354,164437,151923,0,15177,3557,153416,143383,0,-15,0,139414,135514,14077,39300,8878,48601,35634,60140,-20574,41624,2695856,795223,67853,104572,11323,2414294,762113
03.767.538/0001-14,BRAZILIAN SECURITIES CIA SECURITIZACAO,,409,1550,601,233341,222707,375,2704,536,230765,221899,1011,14791,0,236208,220362,1939,-9230,2937,400544,216672,1728,10960,2916,410080,221732,3070,13165,4499,339125,212591,4626,50378,14059,520508,207062,2837,-6852,18022,602815,195140,3351,55997,0,585461,200106
00.000.208/0001-00,BRB BCO DE BRASILIA S.A.,O Brb É Uma Instituição Financeira de Economia Mista. Controlada Pelo Governo Do Distrito Federal. Organizada Sob A Forma de Banco Múltiplo,3101881,417146,0,17058749,12949947,3012804,324211,0,15308862,11818051,3090762,217806,0,14185128,10973197,2929559,170443,0,13667381,10641097,2712835,122687,0,13807386,10754803,2419268,226876,0,12824356,9908983,1910786,211225,0,11576733,8736936,1749823,195644,0,9773466,7436122,1636515,128935,0,8709865,6731548
01.838.723/0001-27,BRF S.A.,Holding Operacional,33446980,1087374,94699,41700631,8148349,30188421,-2447808,6842,42382377,7531777,0,0,0,0,0,33732866,-317481,153951,42944936,12219353,32196601,2558268,17085,40388014,13835853,29006843,2487621,117361,36103735,15689943,30521246,1212112,29249,32374569,14696154,28517383,752820,18967,30765486,14589167,25706238,1521606,39874,29983456,14109917
06.137.677/0001-52,BRPR 56 SECURITIZADORA CRED IMOB S.A.,,10455,7575,1268,78884,10447,31347,14887,2743,292947,152304,32933,25596,3328,297165,122476,32670,22215,1411,288325,106308,27576,3964,0,277357,93752,26922,14275,1268,275413,87474,25905,202,0,270778,82341,22712,34501,0,271894,84101,23572,132,-545,236822,47799
36.542.025/0001-64,BRQ SOLUCOES EM INFORMATICA S.A.,Prestação de Serviços de Tecnologia Da Informação (ti) - Informática,418114,44555,14812,208827,106918,357715,35600,9282,185526,90296,308627,2178,-407,145330,71503,350245,-5756,0,145793,72139,426363,8655,29,158702,78599,425830,1881,3505,160678,75765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.030.182/0001-02,CABINDA PARTICIPACOES S.A.,A Companhia Tem Por Objeto Social A Participação em Outras Sociedades. Comerciais E Civis. Como Sócia. Acionista Ou Quotista. No País Ou No Exterior.,0,-105,0,95,75,0,-108,0,105,80,0,-107,0,64,38,0,-105,0,70,45,0,-96,0,75,50,0,-102,0,67,46,0,-83,0,19,-2,0,-122,0,18,-119,0,-107,0,8,3
05.336.882/0001-84,CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.,Transmissão de Energia Elétrica.,36475,21895,3257,275058,142015,43819,7571,3416,298147,136066,47262,20159,7409,257634,79818,72463,38327,3396,280345,77498,63642,20815,2628,337011,116436,72733,37655,0,338924,114446,61302,33001,0,330645,77331,58068,30532,9416,358897,96229,80283,69322,9088,353234,85554
04.031.213/0001-31,CACONDE PARTICIPACOES S.A.,A Companhia Tem Por Objeto Social A Participação em Outras Sociedades Comerciais E Civis. Como Sócia. Acionista Ou Quotista. No País Ou No Exterior.,0,-105,0,85,65,0,-109,0,95,70,0,-103,0,52,29,0,-107,0,60,32,0,-94,0,63,39,0,-101,0,55,33,0,-82,0,6,-106,0,-128,0,2,-114,0,-105,0,5,-95
61.088.894/0001-08,CAMBUCI S.A.,,219836,12440,0,243235,73974,247489,9452,0,214940,24102,259464,8971,0,221653,6719,276389,-33257,0,224018,-36339,285919,-25845,0,269473,-366,283864,14127,0,271780,30735,283287,264,0,269370,17785,274172,-27818,0,245548,14123,275528,6288,-271,233865,40483
64.904.295/0001-03,CAMIL ALIMENTOS S.A.,Industrialização E Comercialização de Arroz. Feijão. Pescados E Açúcar.,4748825,366012,33287,4436660,2169115,0,0,0,0,0,4947730,302378,86971,3830638,1360723,4228949,181211,40944,3741804,1426438,3675782,156755,16898,3265758,1143754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02.846.056/0001-97,CCR S.A.,Prestadora de Serviços Públicos Por Meio de Concessões Rodoviária. Metroviária E Aeroportuária. Além de Prestação de Serviços de Meio de Pagamentos E Outros.,10590811,2307617,908694,33262087,8439694,9715859,1369933,798469,30815998,8432734,10560997,2711304,845284,30612208,8492447,9996067,2466911,988150,24555847,4144489,8478865,1216343,655251,21683494,3904312,7397194,1967676,741528,17223176,3670213,6016558,2092054,783237,14033010,3485541,5123552,1771768,623889,12711251,3362332,0,0,0,11596262,3214215
45.242.914/0001-05,CEA MODAS S.A.,Atuação No Varejo Nos Setores de Vestuário. Acessórios. Calçados. Higiene. Eletrónicos. Dentre Outros.,5285176,1422026,30705,6037092,2739570,5139114,225550,25707,3478337,1115039,5035610,141547,5489,3394299,1006513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.828.986/0001-73,CEMEPE INVESTIMENTOS S.A.,Holding,0,-163,0,773,-5577,0,-176,0,773,-5414,0,-141,0,773,-5238,0,-200,0,773,-5097,0,-209,0,773,-4897,0,-138,0,773,-4688,0,-133,0,773,-4550,0,-143,0,773,-4417,0,-378,0,773,-4274
06.981.180/0001-16,CEMIG DISTRIBUICAO S.A.,O Objetivo Da Companhia É Estudar. Planejar. Projetar. Construir. Operar E Explorar Sistemas de Distribuição E Comercialização de Energia Elétrica E Serviços Correlatos.,15918741,2450173,843008,24358063,4708208,13756860,751607,214606,18917079,4642358,12312331,-148024,-1689,17647628,3737310,10596503,-426779,-4907,16431817,2499867,12962302,626117,16362,16191234,2695848,11241118,599360,114264,13864840,2482227,9205932,677632,198315,12497936,2492858,9503792,211805,312937,11779640,2193779,0,0,0,10477784,2617968
06.981.176/0001-58,CEMIG GERACAO E TRANSMISSAO S.A.,Realiza Atividades de Geração. Transmissão E Comercialização de Energia Elétrica E Serviços Correlatos Que Lhe Tenham Sido Ou Venham A Ser Concedidos.,7723720,1438452,549733,17663052,5136201,6874237,975848,313003,16952080,4980136,7786741,848500,253842,16710628,4793832,6808975,62913,37551,16484244,4583194,0,0,0,0,0,0,0,0,0,0,5230134,2413281,673089,10475039,3815017,4639948,2487510,548612,12078511,5306048,0,0,0,11649033,5072962
00.001.180/0001-26,CENTRAIS ELET BRAS S.A. - ELETROBRAS,Empresa Holding de Geração. Transmissão E Distribuição de Energia,27725527,6368606,2664975,177466715,71394146,25772305,15930518,3141578,181210208,56008948,29441332,4482551,1711685,172975359,42752532,60748853,12024095,619044,170499429,44064927,32588838,-14243546,546812,149645408,41739222,30137807,-1261984,82483,144631697,56848500,28186399,-4924697,1366678,138385401,60688908,33648066,-7416294,-490642,142434213,67280593,33927233,4538822,776803,164081665,77202318
83.878.892/0001-55,CENTRAIS ELET DE SANTA CATARINA S.A.,Holding Do Setor de Energia,8015909,420980,104193,9498257,1407124,7664544,287187,107727,9854745,1800856,7076936,156156,68395,9060252,1842238,6108740,-26553,207877,8628715,2075843,7051528,174050,42675,7988928,2224728,6283778,834515,41104,6171127,2343458,4872377,296311,43419,5627763,2137462,4414979,-374577,12321,5343256,1777333,4080548,446109,115975,5180129,2284090
42.771.949/0001-35,CENTRO DE IMAGEM DIAGNOSTICOS S.A.,Prestação de Serviços de Medicina Diagnóstica.,1072865,65708,20887,2401121,1320002,1076918,70048,23804,2209426,1299712,1077876,-7923,22711,2284985,1270256,951470,34619,24193,2166312,1211935,699664,6968,0,1536352,733000,393149,-5610,0,1463827,743319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.933.603/0001-78,CESP - CIA ENERGETICA DE SAO PAULO,Geração E Comercialização de Energia Elétrica,1571296,136454,0,12929688,7144905,1634110,284286,0,10326500,7102066,1476615,-67004,0,11131537,7114565,1668590,417431,42440,11416449,7161537,2950982,90808,286910,11986763,7310892,4856023,882530,759503,14687886,8629077,3904102,-251834,419012,15174853,9317386,3354005,734469,295724,16889872,9879937,2957525,237834,255745,17300019,10118127
47.508.411/0001-56,CIA BRASILEIRA DE DISTRIBUICAO,Comércio Varejista,56635000,760000,96000,58475000,13548000,49388000,1569000,347000,61988000,13159000,0,0,0,55862000,12156000,41454000,-47000,126000,45217000,12597000,37198000,844000,156000,47241000,13352000,0,0,0,0,0,57730262,1754790,269493,38008352,12711964,50924461,1676334,326550,34832108,11067951,46594486,804655,142117,33443446,10094425
82.508.433/0001-17,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,Atuar Como Instituição Integrante Do Sistema de Saneamento Básico E de Saúde Do Estado de Santa Catarina Através Dos Serviços de Captação. Tratamento E Distribuição de água E Tratamento de Esgoto.,1124024,180511,47082,3559018,1257038,1085552,-195613,0,3326896,1246082,1020802,-36375,0,3226243,1306667,917429,36901,23016,2898526,1339061,796925,11059,8500,2668241,1278823,744696,130690,15946,2408156,1278376,659952,67337,25037,2328908,1220276,610342,19897,13944,2247279,1236641,539155,8971,1333,2288511,1277898
08.560.444/0001-93,CIA CELG DE PARTICIPACOES - CELGPAR,Participação em Outras Sociedades Como Acionista Ou Sócio-cotista E. Ainda. A Explotação Direta Ou Indireta de Serviços de Energia Elétrica.,209474,104908,28496,1430854,-1659958,202577,87969,39699,1324069,-1726494,249321,175048,27993,1190159,-1777582,441605,1855844,292949,2123880,-1900626,50529,-616751,0,646026,-3344483,50844,-610427,2625,664889,-2727272,55149,23846,9496,455333,-2104789,59160,-797164,160,419808,-2119139,2211465,-555142,107144,4918542,-1259496
33.938.119/0001-69,CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG,Distribuição de Gás Natural Na Região Metropolitana Do Estado Do Rio de Janeiro.,4631112,546550,190154,3245523,913036,4153332,228825,141586,3257230,1293337,3831493,478215,144010,3100454,1343913,3120276,409966,120285,2807544,1257864,3728091,416200,131334,2659782,1073910,3524104,472344,152841,2515969,943805,3117739,501176,166510,2146314,951724,2735833,423347,146467,2057090,885984,2304053,361639,98261,1928016,867918
15.139.629/0001-94,CIA ELETRICIDADE EST. DA BAHIA - COELBA,Serviço Público de Distribuição de Energia Elétrica,10219292,1163062,67570,18945481,5219274,9237364,760071,13816,14530566,5205001,8138430,212098,0,12553676,3165688,7067284,272483,-9630,10529884,2955708,0,0,0,0,0,5616904,538571,47940,8622731,2762425,0,0,0,7050251,2015220,0,0,0,0,0,0,0,0,0,0
00.070.698/0001-11,CIA ENERGETICA DE BRASILIA,Holding/geração E Distribuição de Energia Elétrica,2749738,205909,126221,3687355,1000675,2590210,123305,52980,3741671,939908,2716256,281317,27672,3602748,858482,2114554,99931,75621,3156892,846476,2396004,121268,19433,3375971,781603,1993488,-93786,6095,2803802,348382,1608673,-44878,18669,2434831,542764,1629532,121386,21441,2391929,656138,1376039,79786,22802,2135921,676293
17.155.730/0001-64,CIA ENERGETICA DE MINAS GERAIS - CEMIG,Concessionária de Serviço Público de Energia Elétrica.,25390306,4469661,1454341,49927052,15890865,22266217,1977415,583273,59854673,15939327,21711690,1645856,446348,42239589,14330136,18772656,367927,173833,42035853,12934371,21867842,3361586,881045,40857089,12987676,19539578,4479410,1259226,35000003,11284952,14627280,4053996,993941,29814142,12638357,14137358,5104266,1035976,32569881,11549996,0,0,0,29621322,11666264
